"Region","Death_CAfire"
"Eastern Canada",38.2456057846982
"Midwest U.S.",1.20208361076563
"Northeast U.S.",2.01719304770725
"Northwest Canada",0.00895363440944723
"Ohio Valley",0.0251570330700776
"Rocky Mountains U.S.",0.298887927083116
"Southwest Canada",2.36753199413544
"Western U.S.",0.000762591086525343
